340.368	1	1
340.539	1	1
340.710	1	-1
340.881	1	-1
341.052	1	4
341.223	1	-1
341.394	1	3
341.565	1	-9
341.737	1	4
341.908	1	4
342.079	1	9
342.250	1	1
342.421	1	-19
342.592	1	-11
342.763	1	-3
342.934	1	1
343.105	1	2
343.276	1	-6
343.447	1	19
343.618	1	-5
343.789	1	-2
343.960	1	-11
344.131	1	0
344.302	1	3
344.473	1	-2
344.644	1	-1
344.815	1	2
344.986	1	-6
345.157	1	-9
345.328	1	-8
345.499	1	7
345.670	1	-1
345.841	1	-1
346.012	1	-2
346.183	1	-1
346.354	1	4
346.526	1	4
346.697	1	-5
346.868	1	-3
347.039	1	-1
347.210	1	-10
347.381	1	1
347.552	1	-4
347.723	1	3
347.894	1	21
348.065	1	-5
348.236	1	1
348.407	1	5
348.578	1	-11
348.749	1	11
348.920	1	9
349.091	1	11
349.262	1	2
349.433	1	0
349.604	1	4
349.775	1	11
349.946	1	2
350.117	1	8
350.288	1	2
350.459	1	4
350.630	1	1
350.801	1	11
350.972	1	0
351.143	1	9
351.314	1	-16
351.485	1	8
351.656	1	5
351.827	1	5
351.998	1	2
352.169	1	-4
352.340	1	10
352.511	1	7
352.682	1	10
352.853	1	1
353.024	1	11
353.195	1	0
353.366	1	-4
353.537	1	10
353.708	1	9
353.879	1	7
354.050	1	5
354.221	1	8
354.392	1	3
354.563	1	-1
354.734	1	8
354.905	1	5
355.076	1	-3
355.247	1	3
355.418	1	-6
355.589	1	-6
355.760	1	5
355.931	1	-4
356.102	1	6
356.273	1	4
356.444	1	-5
356.615	1	0
356.785	1	5
356.956	1	-2
357.127	1	-1
357.298	1	0
357.469	1	1
357.640	1	5
357.811	1	4
357.982	1	-1
358.153	1	-1
358.324	1	18
358.495	1	-4
358.666	1	1
358.837	1	7
359.008	1	5
359.179	1	1
359.350	1	10
359.521	1	9
359.692	1	18
359.863	1	6
360.034	1	15
360.205	1	9
360.376	1	18
360.547	1	1
360.718	1	-1
360.889	1	22
361.060	1	18
361.231	1	-9
361.401	1	9
361.572	1	15
361.743	1	0
361.914	1	11
362.085	1	3
362.256	1	0
362.427	1	10
362.598	1	-2
362.769	1	16
362.940	1	9
363.111	1	-1
363.282	1	6
363.453	1	5
363.624	1	3
363.795	1	7
363.966	1	5
364.137	1	2
364.308	1	0
364.478	1	22
364.649	1	4
364.820	1	9
364.991	1	6
365.162	1	12
365.333	1	2
365.504	1	6
365.675	1	11
365.846	1	2
366.017	1	14
366.188	1	16
366.359	1	7
366.530	1	7
366.701	1	12
366.871	1	9
367.042	1	15
367.213	1	7
367.384	1	22
367.555	1	21
367.726	1	12
367.897	1	37
368.068	1	13
368.239	1	10
368.410	1	12
368.581	1	8
368.752	1	18
368.923	1	13
369.093	1	17
369.264	1	21
369.435	1	15
369.606	1	7
369.777	1	20
369.948	1	18
370.119	1	18
370.290	1	14
370.461	1	27
370.632	1	23
370.803	1	9
370.973	1	13
371.144	1	28
371.315	1	13
371.486	1	11
371.657	1	26
371.828	1	11
371.999	1	13
372.170	1	16
372.341	1	15
372.512	1	12
372.682	1	29
372.853	1	17
373.024	1	16
373.195	1	13
373.366	1	8
373.537	1	13
373.708	1	20
373.879	1	15
374.050	1	8
374.220	1	17
374.391	1	12
374.562	1	13
374.733	1	17
374.904	1	12
375.075	1	15
375.246	1	17
375.417	1	19
375.588	1	9
375.758	1	12
375.929	1	25
376.100	1	21
376.271	1	13
376.442	1	18
