325.333	1	43
325.504	1	19
325.675	1	32
325.846	1	18
326.017	1	26
326.188	1	30
326.359	1	30
326.531	1	24
326.702	1	22
326.873	1	38
327.044	1	20
327.215	1	30
327.386	1	29
327.557	1	35
327.728	1	26
327.899	1	34
328.070	1	46
328.241	1	39
328.412	1	30
328.583	1	33
328.754	1	36
328.926	1	34
329.097	1	26
329.268	1	45
329.439	1	32
329.610	1	37
329.781	1	28
329.952	1	42
330.123	1	37
330.294	1	27
330.465	1	36
330.636	1	35
330.807	1	36
330.978	1	47
331.149	1	36
331.320	1	33
331.492	1	34
331.663	1	42
331.834	1	46
332.005	1	39
332.176	1	45
332.347	1	52
332.518	1	32
332.689	1	53
332.860	1	45
333.031	1	49
333.202	1	35
333.373	1	47
333.544	1	46
333.715	1	51
333.886	1	30
334.057	1	48
334.228	1	39
334.399	1	45
334.570	1	52
334.741	1	51
334.912	1	58
335.084	1	71
335.255	1	51
335.426	1	45
335.597	1	49
335.768	1	52
335.939	1	45
336.110	1	44
336.281	1	45
336.452	1	55
336.623	1	42
336.794	1	52
336.965	1	50
337.136	1	65
337.307	1	47
337.478	1	56
337.649	1	62
337.820	1	49
337.991	1	47
338.162	1	62
338.333	1	50
338.504	1	57
338.675	1	54
338.846	1	58
339.017	1	58
339.188	1	47
339.359	1	48
339.530	1	60
339.701	1	60
339.872	1	62
340.043	1	60
340.214	1	49
340.385	1	62
340.556	1	59
340.727	1	74
340.898	1	61
341.069	1	65
341.240	1	60
341.411	1	66
341.582	1	71
341.753	1	63
341.924	1	66
342.095	1	66
342.266	1	72
342.437	1	72
342.608	1	63
342.779	1	72
342.950	1	74
343.121	1	68
343.292	1	63
343.463	1	73
343.634	1	67
343.805	1	75
343.976	1	77
344.147	1	69
344.318	1	73
344.489	1	66
344.660	1	80
344.831	1	69
345.002	1	71
345.173	1	79
345.344	1	78
345.515	1	73
345.686	1	75
345.857	1	83
346.028	1	74
346.199	1	69
346.370	1	76
346.541	1	82
346.712	1	79
346.883	1	77
347.054	1	75
347.225	1	84
347.396	1	81
347.567	1	62
347.738	1	81
347.909	1	96
348.080	1	76
348.251	1	89
348.422	1	90
348.593	1	80
348.764	1	92
348.935	1	87
349.106	1	87
349.277	1	76
349.448	1	85
349.619	1	82
349.790	1	86
349.961	1	87
350.132	1	93
350.303	1	92
350.474	1	105
350.645	1	92
350.816	1	92
350.987	1	99
351.157	1	87
351.328	1	98
351.499	1	94
